customerID,gender,SeniorCitizen,Partner,Dependents,tenure,InternetService,OnlineSecurity,TechSupport,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
0210-WXYZ67,Female,1,Yes,Yes,66.0,Fiber optic,No,Yes,Two year,Yes,Bank transfer (automatic),66.12,,No
0211-WXYZ58,Female,0,Yes,Yes,5.0,DSL,No,Yes,Month-to-month,No,Bank transfer (automatic),44.05,223.13,No
0212-WXYZ79,Male,0,No,No,1.0,DSL,Yes,No,Month-to-month,No,Bank transfer (automatic),54.88,53.72,Yes
0213-LMNO63,Female,0,No,No,29.0,DSL,Yes,No,Month-to-month,Yes,Credit card (automatic),60.72,1760.41,No
0214-LMNO69,Female,0,No,No,1.0,No,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),23.18,23.4,No
0215-ABCD17,Female,0,Yes,Yes,48.0,DSL,No,Yes,One year,Yes,Electronic check,32.71,1570.61,No
0216-ABCD69,Female,0,Yes,No,22.0,Fiber optic,No,No,Month-to-month,Yes,Mailed check,64.9,1424.87,No
0217-ABCD77,Male,0,No,No,47.0,Fiber optic,No,No,One year,Yes,Credit card (automatic),78.39,3686.39,No
0218-WXYZ56,Male,0,No,No,56.0,DSL,No,Yes,One year,Yes,Mailed check,43.32,2420.36,No
0219-LMNO64,Female,0,Yes,Yes,40.0,DSL,Yes,No,One year,Yes,Credit card (automatic),68.29,2733.13,No
0220-ABCD39,Male,0,Yes,Yes,66.0,Fiber optic,Yes,No,Two year,No,Credit card (automatic),78.62,5181.33,No
0221-LMNO26,Male,1,No,Yes,5.0,Fiber optic,No,Yes,Month-to-month,No,Bank transfer (automatic),67.34,330.73,Yes
